                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     39,                0.55884,                 1.3455,                0.99358,                 0.3672,                0.77188,                 0.5089,                0.44607,                0.47368,                 1.4741,                0.92962,               0.008746,               0.008746,               0.008746
                     40,                0.54609,                 1.2807,                0.97596,                0.42531,                0.77705,                0.62797,                0.56202,                 0.4293,                 1.3195,                0.89641,               0.008713,               0.008713,               0.008713
                     41,                0.57465,                 1.2812,                0.99145,                0.38289,                  0.762,                0.53594,                0.47991,                0.43067,                 1.2939,                0.89404,                0.00868,                0.00868,                0.00868
                     42,                0.56778,                 1.2732,                0.99885,                 0.4486,                0.75687,                0.60928,                0.55059,                0.41104,                 1.1225,                0.89113,               0.008647,               0.008647,               0.008647
                     43,                0.57376,                 1.3284,                0.98666,                0.42321,                0.73665,                0.52691,                0.46486,                0.45456,                 1.4714,                0.90512,               0.008614,               0.008614,               0.008614
                     44,                0.55027,                 1.2236,                0.97098,                0.45386,                0.68299,                0.58624,                0.53079,                0.46745,                 1.4029,                0.93766,               0.008581,               0.008581,               0.008581
                     45,                0.54014,                 1.2167,                0.98754,                0.47365,                0.78425,                0.63546,                0.57963,                0.41571,                 1.1119,                0.88367,               0.008548,               0.008548,               0.008548
                     46,                0.55633,                 1.2529,                0.98645,                0.28852,                0.62481,                0.54194,                0.46051,                0.54151,                 1.9687,                0.96504,               0.008515,               0.008515,               0.008515
                     47,                0.56307,                 1.2678,                0.98634,                0.41282,                0.72442,                0.54899,                0.49844,                0.41936,                 1.5349,                0.89015,               0.008482,               0.008482,               0.008482
                     48,                0.57365,                 1.2815,                0.99676,                0.50389,                0.75839,                0.59179,                0.53479,                0.40983,                 1.1512,                0.88575,               0.008449,               0.008449,               0.008449
                     49,                0.57712,                 1.2637,                0.99355,                0.48651,                0.80265,                 0.6674,                0.61265,                0.40517,                 1.0145,                0.88379,               0.008416,               0.008416,               0.008416
                     50,                0.55263,                 1.2198,                0.97633,                0.53318,                0.74287,                0.64914,                 0.5893,                0.43911,                 1.0395,                0.89428,               0.008383,               0.008383,               0.008383
                     51,                0.55664,                 1.2495,                0.98536,                0.40629,                0.66818,                0.47316,                0.42738,                0.41957,                 1.8098,                0.89128,                0.00835,                0.00835,                0.00835
                     52,                0.56991,                 1.2374,                0.98938,                0.57344,                0.75618,                0.60567,                0.55875,                0.41552,                 1.0966,                0.87864,               0.008317,               0.008317,               0.008317
                     53,                  0.518,                 1.2334,                0.96515,                0.46633,                0.78202,                0.61347,                0.54881,                0.42485,                 1.2997,                0.89728,               0.008284,               0.008284,               0.008284
                     54,                0.53095,                 1.2153,                0.97217,                0.49993,                0.79086,                0.62822,                0.57828,                0.40377,                 1.1319,                0.87168,               0.008251,               0.008251,               0.008251
                     55,                0.55422,                 1.2367,                0.98022,                0.50349,                0.75894,                0.63884,                0.57888,                0.42029,                 1.1224,                0.88147,               0.008218,               0.008218,               0.008218
                     56,                0.56407,                 1.2002,                0.98831,                0.43113,                0.69631,                0.62402,                 0.5648,                0.41529,                 1.5765,                0.87831,               0.008185,               0.008185,               0.008185
                     57,                 0.5438,                 1.2235,                0.97365,                0.42246,                0.70136,                0.54601,                0.49646,                0.42902,                 1.4944,                0.90336,               0.008152,               0.008152,               0.008152
                     58,                0.55709,                 1.2433,                0.99257,                0.49564,                0.74243,                0.54393,                0.48922,                 0.4525,                 1.5066,                0.90414,               0.008119,               0.008119,               0.008119
                     59,                0.55367,                 1.1811,                0.99661,                0.43529,                0.76942,                0.60541,                 0.5572,                0.39325,                 1.2835,                  0.881,               0.008086,               0.008086,               0.008086
                     60,                0.53847,                 1.1893,                0.97118,                0.51758,                  0.749,                0.67128,                0.61033,                0.39578,                 1.0257,                0.88004,               0.008053,               0.008053,               0.008053
                     61,                0.56029,                 1.1837,                0.98433,                0.56778,                0.77824,                0.67794,                0.61433,                 0.3877,                 1.1119,                0.86982,                0.00802,                0.00802,                0.00802
                     62,                0.53985,                 1.1461,                0.97586,                0.51485,                0.76716,                0.69753,                0.63488,                0.39329,                 1.0207,                0.87422,               0.007987,               0.007987,               0.007987
                     63,                0.55189,                 1.1739,                 0.9792,                0.46021,                0.77888,                0.64125,                0.58087,                0.40725,                 1.1954,                0.88515,               0.007954,               0.007954,               0.007954
                     64,                0.53174,                 1.1426,                0.97463,                0.54133,                0.64291,                0.62085,                0.56899,                0.41262,                 1.3876,                0.87873,               0.007921,               0.007921,               0.007921
                     65,                0.54877,                 1.1802,                0.98185,                0.49173,                0.76544,                0.61582,                0.55635,                0.38849,                 1.2454,                0.87194,               0.007888,               0.007888,               0.007888
                     66,                0.53026,                 1.1553,                0.96614,                0.55294,                0.79431,                0.70354,                0.64591,                0.40468,                 1.1993,                0.88395,               0.007855,               0.007855,               0.007855
                     67,                0.50717,                 1.0909,                0.95662,                0.57829,                0.68341,                0.60917,                0.55154,                0.41677,                 1.2975,                 0.8938,               0.007822,               0.007822,               0.007822
                     68,                0.51571,                 1.1043,                0.96373,                0.53577,                0.75486,                0.66765,                0.61522,                0.39196,                 1.0036,                0.87771,               0.007789,               0.007789,               0.007789
                     69,                0.53374,                 1.1162,                0.97157,                0.45455,                0.68953,                0.59725,                0.53835,                0.40602,                 1.5175,                0.88356,               0.007756,               0.007756,               0.007756
                     70,                0.55513,                 1.1174,                0.98877,                0.49927,                0.70152,                0.64364,                 0.5857,                0.38312,                 1.3166,                0.87314,               0.007723,               0.007723,               0.007723
                     71,                0.51535,                 1.0959,                0.97337,                 0.5312,                0.80699,                0.70473,                0.64306,                0.41106,                0.98629,                0.88812,                0.00769,                0.00769,                0.00769
                     72,                0.51415,                 1.0886,                 0.9624,                 0.5227,                 0.6911,                0.58278,                0.53255,                0.40998,                 1.2954,                0.89037,               0.007657,               0.007657,               0.007657
                     73,                0.52787,                 1.1318,                 0.9784,                0.42481,                0.74339,                 0.5868,                0.54283,                0.39273,                 1.3682,                0.87233,               0.007624,               0.007624,               0.007624
                     74,                0.51096,                 1.1144,                0.97099,                0.50471,                0.78461,                0.68117,                0.62741,                  0.385,                 1.2268,                0.86814,               0.007591,               0.007591,               0.007591
                     75,                 0.5168,                 1.0483,                0.96698,                0.52268,                0.78826,                0.67993,                0.61763,                 0.4044,                 1.0665,                0.88211,               0.007558,               0.007558,               0.007558
                     76,                0.49858,                 1.0936,                  0.964,                0.66417,                0.62379,                0.68127,                0.62314,                0.40851,                 1.0827,                0.88724,               0.007525,               0.007525,               0.007525
                     77,                0.52423,                 1.0944,                0.96997,                0.39305,                0.69634,                 0.6077,                0.54743,                0.44677,                 1.5458,                0.92256,               0.007492,               0.007492,               0.007492
                     78,                0.52112,                 1.0931,                0.96109,                0.58552,                0.81587,                0.73498,                 0.6793,                0.37152,                 0.8647,                 0.8656,               0.007459,               0.007459,               0.007459
                     79,                0.52109,                 1.0833,                0.96664,                0.55685,                0.82666,                0.68888,                 0.6363,                0.37619,                0.94703,                0.86738,               0.007426,               0.007426,               0.007426
                     80,                0.53558,                 1.0731,                0.97795,                0.55963,                0.75893,                0.67013,                0.61475,                  0.386,                 1.0739,                0.86947,               0.007393,               0.007393,               0.007393
                     81,                 0.5173,                 1.0687,                0.95823,                0.51592,                0.78247,                0.68613,                0.62539,                0.39606,                 1.3609,                 0.8734,                0.00736,                0.00736,                0.00736
                     82,                0.51229,                 1.0882,                0.96579,                0.62015,                0.83294,                0.72885,                0.67145,                0.39844,                0.92888,                0.87796,               0.007327,               0.007327,               0.007327
                     83,                0.51901,                 1.1072,                0.98093,                 0.5175,                0.81834,                0.70128,                0.63951,                0.40704,                 1.0644,                 0.8789,               0.007294,               0.007294,               0.007294
                     84,                 0.5018,                 1.0957,                0.96002,                0.52237,                0.82249,                0.68542,                0.62041,                0.41774,                 1.0342,                0.88837,               0.007261,               0.007261,               0.007261
                     85,                0.52023,                 1.0857,                0.95911,                0.55552,                0.81613,                0.68962,                0.63012,                0.39079,                0.92007,                0.87501,               0.007228,               0.007228,               0.007228
                     86,                0.51645,                 1.0823,                0.96086,                 0.5705,                0.74205,                0.69338,                0.64248,                0.37283,                0.97134,                0.86711,               0.007195,               0.007195,               0.007195
                     87,                 0.5283,                 1.0756,                0.98145,                0.45121,                0.77161,                 0.6504,                0.59505,                0.41497,                 1.5363,                0.87393,               0.007162,               0.007162,               0.007162
                     88,                0.53816,                 1.0581,                0.98496,                0.54611,                0.76369,                0.67189,                0.61153,                0.39692,                 1.0892,                0.87286,               0.007129,               0.007129,               0.007129
                     89,                0.51218,                 1.0769,                0.96975,                0.50842,                0.75369,                0.66198,                0.61101,                0.38463,                 1.1155,                0.87068,               0.007096,               0.007096,               0.007096
                     90,                0.51361,                 1.0835,                0.97166,                0.57734,                 0.8544,                0.73216,                0.67177,                0.41722,                0.89263,                0.88039,               0.007063,               0.007063,               0.007063
                     91,                0.50536,                  1.047,                0.96552,                0.49787,                0.78126,                0.63381,                0.58254,                0.38685,                 1.1846,                  0.873,                0.00703,                0.00703,                0.00703
                     92,                0.52691,                 1.0553,                0.96466,                0.56951,                0.76539,                0.73512,                0.66846,                0.37451,                0.95654,                0.86565,               0.006997,               0.006997,               0.006997
                     93,                0.49098,                 1.0196,                 0.9571,                 0.5799,                0.80506,                0.70712,                  0.652,                 0.3656,                0.86394,                0.86253,               0.006964,               0.006964,               0.006964
                     94,                0.49789,                 1.0522,                0.96368,                0.51852,                0.82654,                0.70612,                   0.65,                0.37643,                 1.0582,                0.86381,               0.006931,               0.006931,               0.006931
                     95,                0.50334,                 1.0587,                0.95855,                0.69674,                0.71333,                0.73017,                 0.6745,                0.37977,                0.84849,                0.86033,               0.006898,               0.006898,               0.006898
                     96,                 0.4865,                 1.0236,                0.94597,                0.51271,                0.71942,                 0.6226,                0.57568,                0.38913,                 1.0868,                0.87189,               0.006865,               0.006865,               0.006865
                     97,                0.50718,                      1,                0.96614,                 0.5181,                0.82089,                0.68632,                0.62951,                 0.3897,                 1.2007,                0.86611,               0.006832,               0.006832,               0.006832
                     98,                0.49301,                 1.0286,                0.96176,                0.57119,                0.79834,                0.72531,                0.67431,                0.36458,                0.85797,                0.85913,               0.006799,               0.006799,               0.006799
                     99,                0.51186,                  1.077,                0.97604,                0.52648,                0.74158,                0.70574,                0.64533,                0.39316,                 1.0676,                0.87386,               0.006766,               0.006766,               0.006766
                    100,                0.51592,                 1.0472,                0.96454,                0.45419,                0.76461,                0.62591,                0.57811,                0.38867,                 1.1946,                0.86555,               0.006733,               0.006733,               0.006733
                    101,                0.52462,                 1.0144,                0.96483,                0.52014,                0.80482,                 0.6874,                0.63981,                0.36508,                 1.0004,                0.85656,                 0.0067,                 0.0067,                 0.0067
                    102,                0.52687,                 1.0348,                0.98959,                 0.5578,                0.80407,                0.68939,                0.62349,                0.39608,                 1.0168,                0.87007,               0.006667,               0.006667,               0.006667
                    103,                0.50128,                 1.0059,                0.96379,                0.57124,                0.83506,                0.75017,                 0.6941,                0.38573,                0.83081,                0.86442,               0.006634,               0.006634,               0.006634
                    104,                0.51486,                 1.0308,                0.97543,                0.54259,                0.85709,                0.71185,                0.65528,                0.39168,                0.98738,                0.87264,               0.006601,               0.006601,               0.006601
                    105,                0.48931,                0.98379,                0.94751,                  0.623,                0.81537,                0.74147,                0.69068,                0.36356,                0.85366,                0.85825,               0.006568,               0.006568,               0.006568
                    106,                0.49067,                 1.0212,                 0.9606,                0.52396,                0.79438,                0.66175,                0.61031,                0.36395,                  1.053,                0.86483,               0.006535,               0.006535,               0.006535
                    107,                0.51319,                 1.0368,                0.97741,                0.55307,                0.73187,                0.69638,                0.64322,                0.38614,                  1.018,                0.88404,               0.006502,               0.006502,               0.006502
                    108,                0.48528,                 1.0032,                0.95667,                0.52154,                0.81033,                0.67845,                0.62865,                0.36611,                0.93732,                0.86241,               0.006469,               0.006469,               0.006469
                    109,                0.48604,                0.98986,                0.96329,                0.70132,                0.68224,                0.72946,                  0.674,                0.36698,                0.87974,                0.86748,               0.006436,               0.006436,               0.006436
                    110,                 0.5126,                 1.0156,                0.98567,                0.53219,                0.81764,                0.70141,                0.64452,                0.37032,                0.92722,                0.86315,               0.006403,               0.006403,               0.006403
                    111,                0.52398,                 1.0462,                 0.9783,                0.49063,                0.77774,                0.64191,                0.58934,                0.35734,                 1.0566,                0.86091,                0.00637,                0.00637,                0.00637
                    112,                 0.4833,                0.97472,                0.95289,                0.71102,                0.65903,                 0.7227,                 0.6616,                0.37926,                0.93719,                0.86992,               0.006337,               0.006337,               0.006337
                    113,                0.48052,                0.99288,                0.94456,                0.60442,                0.85851,                0.74528,                0.69292,                0.36062,                0.78799,                0.86084,               0.006304,               0.006304,               0.006304
                    114,                0.49964,                 1.0373,                0.96852,                0.52199,                  0.752,                0.68157,                0.63298,                0.37913,                 1.0448,                0.86618,               0.006271,               0.006271,               0.006271
                    115,                0.49759,                0.96973,                0.96771,                0.58667,                0.85014,                0.73351,                0.67639,                 0.3711,                0.85309,                0.86513,               0.006238,               0.006238,               0.006238
                    116,                0.47637,                0.98099,                0.95097,                0.51171,                0.73212,                0.69426,                 0.6364,                0.38235,                 1.1174,                0.87355,               0.006205,               0.006205,               0.006205
                    117,                 0.4803,                0.95705,                0.95226,                 0.5335,                0.76399,                0.67422,                0.62278,                0.35345,                 1.0682,                0.86063,               0.006172,               0.006172,               0.006172
                    118,                0.50688,                 1.0159,                0.96957,                0.60642,                0.82956,                 0.7322,                0.68241,                0.36736,                0.87265,                0.86094,               0.006139,               0.006139,               0.006139
                    119,                0.47746,                0.96247,                0.95304,                0.62425,                0.83986,                0.76447,                0.70717,                 0.3641,                0.82374,                0.86302,               0.006106,               0.006106,               0.006106
                    120,                0.48725,                0.98373,                0.95931,                0.54438,                0.84764,                0.70805,                 0.6584,                0.36152,                0.86944,                 0.8571,               0.006073,               0.006073,               0.006073
                    121,                0.49593,                 0.9612,                0.96937,                0.59004,                0.84482,                0.72114,                0.66122,                0.37184,                0.86817,                0.86598,                0.00604,                0.00604,                0.00604
                    122,                0.47109,                0.94881,                0.95614,                 0.5418,                0.83686,                0.71829,                0.66672,                0.36249,                 1.0109,                0.85325,               0.006007,               0.006007,               0.006007
                    123,                0.48114,                0.97126,                0.95226,                0.61458,                0.82123,                0.72337,                0.67423,                0.36253,                0.84339,                0.85341,               0.005974,               0.005974,               0.005974
                    124,                0.46641,                0.97266,                0.95059,                0.60872,                0.80802,                0.72678,                0.67226,                0.36038,                0.81891,                0.85735,               0.005941,               0.005941,               0.005941
                    125,                 0.4766,                  0.955,                0.95494,                0.67152,                0.71798,                0.70481,                 0.6552,                0.36684,                0.88308,                0.86055,               0.005908,               0.005908,               0.005908
                    126,                0.48911,                0.94329,                0.96218,                0.58465,                 0.8093,                0.73634,                0.68262,                0.36011,                0.82773,                0.87137,               0.005875,               0.005875,               0.005875
                    127,                 0.4817,                0.94972,                0.95015,                0.59507,                0.81686,                0.72178,                0.66957,                0.37535,                0.95918,                0.86454,               0.005842,               0.005842,               0.005842
                    128,                0.47026,                0.96367,                0.94467,                0.65453,                0.80856,                0.76459,                0.71337,                 0.3477,                0.80292,                0.85477,               0.005809,               0.005809,               0.005809
                    129,                0.48634,                0.94779,                0.95664,                0.63493,                 0.6729,                0.70096,                0.63796,                0.37277,                0.94209,                0.87288,               0.005776,               0.005776,               0.005776
                    130,                0.50607,                 0.9826,                0.99183,                0.58508,                0.85892,                0.72392,                0.67695,                0.34795,                 0.8458,                0.84982,               0.005743,               0.005743,               0.005743
                    131,                0.46282,                0.93963,                 0.9486,                0.57198,                0.82787,                0.70216,                0.64825,                0.35924,                0.93686,                 0.8512,                0.00571,                0.00571,                0.00571
                    132,                0.48108,                0.98714,                0.96052,                0.58806,                0.83648,                0.74219,                0.68407,                0.40612,                0.99694,                0.87057,               0.005677,               0.005677,               0.005677
                    133,                0.47766,                 0.9307,                0.95356,                0.67781,                0.73904,                0.76156,                0.70701,                0.37092,                0.84154,                0.86289,               0.005644,               0.005644,               0.005644
                    134,                0.49391,                0.97839,                0.95836,                0.59667,                 0.8644,                0.75185,                0.69888,                0.35198,                0.79592,                0.85173,               0.005611,               0.005611,               0.005611
                    135,                0.45536,                 0.8993,                0.94563,                0.64832,                0.78878,                0.75382,                  0.703,                 0.3443,                0.75716,                 0.8558,               0.005578,               0.005578,               0.005578
                    136,                0.47442,                0.94464,                 0.9504,                0.64887,                0.86287,                0.77375,                0.72342,                0.34539,                0.74945,                0.84997,               0.005545,               0.005545,               0.005545
                    137,                0.46995,                0.94276,                0.95479,                0.65203,                0.81721,                0.75253,                0.70238,                0.35869,                0.82368,                0.85931,               0.005512,               0.005512,               0.005512
                    138,                0.47623,                0.93503,                0.94746,                0.63293,                0.86574,                0.76919,                0.71886,                0.34834,                0.77331,                0.85102,               0.005479,               0.005479,               0.005479
                    139,                0.46568,                0.98691,                0.94345,                0.64527,                0.86717,                0.77133,                0.71617,                0.34269,                0.74133,                0.85241,               0.005446,               0.005446,               0.005446
                    140,                0.46143,                0.93807,                0.93417,                0.60561,                0.84011,                0.73697,                0.68372,                0.35881,                0.86047,                0.84897,               0.005413,               0.005413,               0.005413
                    141,                0.49169,                0.91911,                0.98136,                0.65005,                0.78788,                0.76276,                0.70184,                0.35853,                0.86239,                0.85156,                0.00538,                0.00538,                0.00538
                    142,                0.48042,                0.89494,                0.95175,                0.65245,                0.86765,                0.78222,                0.73332,                0.34219,                0.82798,                0.84808,               0.005347,               0.005347,               0.005347
                    143,                0.46661,                0.89775,                0.94875,                0.59793,                0.84682,                0.74148,                0.69338,                0.32799,                0.81355,                0.84259,               0.005314,               0.005314,               0.005314
                    144,                0.46447,                0.89847,                0.94014,                0.61712,                0.85666,                0.76573,                0.71653,                0.34106,                0.78624,                0.85265,               0.005281,               0.005281,               0.005281
                    145,                0.46903,                0.90446,                0.96513,                0.62632,                0.84546,                0.74696,                0.69982,                0.35433,                0.77686,                0.85807,               0.005248,               0.005248,               0.005248
                    146,                 0.4667,                0.90021,                0.95228,                 0.5887,                0.86866,                0.76137,                0.70375,                 0.3552,                0.83499,                0.85854,               0.005215,               0.005215,               0.005215
                    147,                0.45974,                0.92832,                0.94651,                0.60571,                0.78556,                0.72624,                0.67376,                0.35119,                 0.8712,                0.85389,               0.005182,               0.005182,               0.005182
                    148,                0.48038,                0.94303,                0.96427,                 0.6673,                0.80861,                0.76823,                0.72055,                0.33518,                0.78854,                0.84142,               0.005149,               0.005149,               0.005149
                    149,                0.45916,                0.84779,                0.94265,                 0.6324,                0.82445,                0.76231,                0.71328,                0.33039,                0.78365,                0.83799,               0.005116,               0.005116,               0.005116
                    150,                0.46475,                0.91596,                0.94598,                0.60722,                0.85705,                 0.7624,                0.70728,                0.33783,                0.86264,                0.84845,               0.005083,               0.005083,               0.005083
                    151,                0.45178,                0.86041,                0.94302,                0.60352,                0.81765,                0.73877,                0.68823,                0.35039,                0.82441,                0.85278,                0.00505,                0.00505,                0.00505
                    152,                0.47129,                0.98459,                0.94685,                0.62031,                0.84963,                0.73579,                0.68663,                0.35385,                0.84487,                0.85034,               0.005017,               0.005017,               0.005017
                    153,                0.45769,                0.91172,                0.94629,                0.56199,                0.82806,                0.68685,                0.64056,                0.33752,                0.93433,                0.85281,               0.004984,               0.004984,               0.004984
                    154,                0.46139,                0.89145,                0.94701,                0.71951,                0.77442,                0.76367,                 0.7035,                0.36859,                0.71915,                0.86167,               0.004951,               0.004951,               0.004951
                    155,                0.46061,                0.89564,                0.94538,                0.65581,                0.81999,                0.75615,                0.70586,                0.33535,                0.78785,                0.84839,               0.004918,               0.004918,               0.004918
                    156,                0.48954,                 1.0014,                0.97494,                 0.5605,                0.79132,                0.70696,                0.66081,                0.33869,                 1.0391,                0.84404,               0.004885,               0.004885,               0.004885
                    157,                0.46519,                 0.9364,                0.95209,                0.60302,                0.83347,                0.75603,                0.70456,                0.35242,                0.82918,                0.84773,               0.004852,               0.004852,               0.004852
                    158,                0.47418,                0.91417,                0.95802,                0.76641,                0.75702,                0.76313,                0.71177,                0.35757,                0.78685,                 0.8475,               0.004819,               0.004819,               0.004819
                    159,                0.45611,                0.89142,                0.94819,                0.60015,                0.86334,                0.77196,                0.71333,                0.37647,                0.82104,                0.87498,               0.004786,               0.004786,               0.004786
                    160,                0.44853,                 0.9727,                0.91761,                0.62994,                0.86721,                0.77303,                 0.7177,                 0.3456,                0.76155,                0.84528,               0.004753,               0.004753,               0.004753
                    161,                0.45267,                0.88706,                0.94749,                0.79097,                0.76109,                0.78069,                0.72216,                0.34249,                0.71941,                0.85067,                0.00472,                0.00472,                0.00472
                    162,                0.45622,                0.84069,                0.93881,                0.62544,                0.82266,                 0.7334,                0.68516,                 0.3546,                0.86659,                0.85549,               0.004687,               0.004687,               0.004687
